%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
Thu Feb  6 11:25:44 2020 nblocks = 0 ET = 3.0
drained notdrained mean
-0.8135210504894062 -0.038452954673170225 -0.2323050379711132
-0.825348786815038 -0.04306569500402446 -0.23610465199119327
-0.836890744749625 -0.047718804612520316 -0.2398235429664157
-0.8481402733107979 -0.05241084413672503 -0.24346731145009293
-0.8590940507304561 -0.057140599356182875 -0.24704065098569072
-0.8697508848804247 -0.06190749999706213 -0.25054794160778837
-0.8801113156185165 -0.06671147360364138 -0.25399301258795204
-0.8901769831430428 -0.07155230422096714 -0.2573790441015823
-0.8996131149858897 -0.07615811754587831 -0.26056302506201495
-0.8964183935070578 -0.07085500157957014 -0.25834662135445785
-0.9037001379675571 -0.07411262914538419 -0.2608236644811295
-0.9117804690988507 -0.07819216544872987 -0.26369540481480186
-0.7991571337270269 0.0 -0.21559532445226928
-0.8051347256947441 -0.0011806317071147987 -0.21869615927883396
-0.8136695581593854 -0.004071992990782647 -0.222535332461983
-0.8236805672693777 -0.007903235302324063 -0.22674842886545477
-0.833758736241478 -0.011769813469177492 -0.23080950275107218
-0.8438401946994922 -0.015665927742647412 -0.2347433970563898
-0.8511926509643404 -0.01785732779867466 -0.23744560633272638
-0.8547806706458303 -0.01769337980232777 -0.23852864348282946
-0.8517099979922786 -0.013297509451792422 -0.23683111177955565
-0.8615788842829222 -0.0173012669272552 -0.24062329284757783
-0.8654615065394031 -0.01753237889452386 -0.24184030564929052
-0.8751330256563756 -0.021586835980356156 -0.2455081853256592
-0.8846634941881222 -0.02570358705016318 -0.24908950888705084
-0.8940289793196943 -0.030190609771469923 -0.2525941445034392
-0.9032113208249752 -0.03478262801088228 -0.25602897562621574
-0.912196633548918 -0.039422601371157384 -0.25939969082316244
-0.9209746119061171 -0.04409948918525153 -0.26271074685016776
-0.9215611300286666 -0.04283430588697534 -0.26253061804604894
-0.9168582639727063 -0.037744366034715426 -0.2601727367599971
-0.9065284455120066 -0.028623313267102546 -0.2555380363197084
-0.8640699202262452 0.0 -0.23764790549851825
-0.8710372631026564 -0.0027841131860792956 -0.24088574484918215
-0.8797577676624844 -0.006908908267844183 -0.24469087455250665
-0.864056173659784 0.0 -0.23825389573713346
-0.8702648307658869 -0.0019383591026080893 -0.24100135717742305
-0.8791985012374317 -0.005849465413451327 -0.244767304658177
-0.8200354134658383 0.0 -0.22125065392329962
-0.8294280946609156 -0.003561707731520869 -0.22564435233886296
-0.8389645190162103 -0.007265312434805438 -0.22983292733080063
-0.848570609923005 -0.011028803290486167 -0.23386197149647792
-0.8565084095143618 -0.013744906615174912 -0.23706530200771245
-0.8660915855260853 -0.01757780088221672 -0.24087045862756165
-0.8744179633217692 -0.02068339041015932 -0.24408241143573853
-0.882973643065335 -0.024046016437676343 -0.2473583950776956
-0.8922385090668321 -0.02808664534735783 -0.2509171010777405
-0.8793889468960225 -0.016651952020060534 -0.24510656709938244
-0.7828417249644737 0.0 -0.2076210876031965
-0.7923495925490638 -0.0033448484878917384 -0.21240107994081214
-0.7949644031867384 -0.0021691283462832445 -0.21406678957694822
-0.8052497927176008 -0.005972914886765324 -0.21858033019243567
-0.8156328018694143 -0.009815363541989086 -0.2229015340444635
-0.826043545316062 -0.013679450470887033 -0.22706504466846758
-0.8364234028398041 -0.017564400636288724 -0.2310954310243411
-0.8467232938732794 -0.021472930844742777 -0.23501101206407868
-0.846850974505517 -0.018885424013530994 -0.23463769152060826
-0.8569599934792507 -0.02283122326073972 -0.238475433841343
-0.8595445926599314 -0.02201690977086379 -0.23912285856255103
-0.8620197109710785 -0.021219471511267685 -0.23976511582792823
-0.8717842138718979 -0.025248494672940325 -0.24348970100938408
-0.8810600271730538 -0.029411049266444778 -0.24698046480304214
-0.8888160809475671 -0.03269508825765577 -0.24982183988287224
-0.8825542146688532 -0.02585039822834112 -0.24674132405300434
-0.8917522522998613 -0.030326298505423566 -0.250335028332933
-0.8227826266790164 0.0 -0.22193450655151312
-0.8262878088437029 0.0 -0.2239072198904384
-0.8359431506978421 -0.0037468075743056772 -0.2281436508881125
-0.8394670088658653 -0.0035780327734826756 -0.22968334937427043
-0.8453751765085364 -0.004957960927338689 -0.23211155009997606
-0.85027519391849 -0.005700951499425955 -0.23403776478671395
-0.841402600338018 0.0 -0.23033775773705287
-0.8378144273510895 0.0 -0.22897076933388982
-0.8476728579762653 -0.0035727287450804113 -0.2329947354901812
-0.7889544196183325 0.0 -0.2107708535174189
-0.7992231127510898 -0.0035617077291281163 -0.21546732849936026
-0.7967863463503368 0.0 -0.2148721658490033
-0.7857500597369329 0.0 -0.21118295011304297
-0.7923566837178226 -0.0008509705711361448 -0.21412545270393366
-0.8015303206420379 -0.0035266083709295515 -0.21789413566538884
-0.8123789583537881 -0.00735187074594279 -0.22217835654025386
-0.7803875219421563 0.0 -0.209840598628002
-0.7722239631279431 0.0 -0.20733401690725156
-0.7318646429297582 0.0 -0.19392019500584323
-0.730808952207088 0.0 -0.19458662232458165
-0.7426659163565148 -0.0035617165888250923 -0.1997401733967803
-0.7278537884553069 0.0 -0.1947997932346382
-0.7362771445763299 -0.001067828105133728 -0.19844134456455514
-0.7413422741292113 -4.832310517777216e-05 -0.2005508283190571
-0.7200027935990443 0.0 -0.1932251013179922
-0.6481093631887962 0.0 -0.17119782210346784
-0.6331025461040056 0.0 -0.16863977273962102
-0.64182255024045 -0.0003088191106623839 -0.17326726668973835
-0.6519721160661085 -0.0016062589062464383 -0.17788337008853486
-0.5677369600145106 0.0 -0.15377154684923508
-0.5693162997563253 0.0 -0.15723994645530673
-0.5382513059027545 0.0 -0.1508507985794774
-0.5263950677652129 0.0 -0.15030519986359064
-0.4972966822286171 0.0 -0.144951790693055
-0.5133554718260918 -0.003561707729117458 -0.15262399033132984
-0.5295579922430065 -0.0071568827889230135 -0.15949615455299865
-0.5352647888943558 -0.00333030008536106 -0.161814496838536
-0.497418637729643 0.0 -0.15016077834646646
-0.5114451334015193 -0.0010678264549692784 -0.15593401464583717
-0.528992237772357 -0.004819217035921142 -0.16249876734867139
-0.4791668694406752 0.0 -0.1469818224070309
-0.4978004149449031 -0.003561707729117458 -0.15427203577295814
-0.463761810047183 0.0 -0.14436166086556929
-0.48143011839507643 -0.0023689819023502423 -0.15117665620414317
-0.4980593392497603 -0.00445760838443654 -0.15710149402480952
-0.48753006232134055 0.0 -0.15320079259966382
-0.45491885733810555 0.0 -0.14380046930222862
-0.47450982724219415 -0.0033448484878881857 -0.15108941478877533
-0.4893212017199762 -0.0037955726554592673 -0.15608543037619566
-0.502347585606552 -0.00333731662617609 -0.16017923305236784
-0.5141180776947252 -0.0022868561992446246 -0.1636434917335881
-0.5322125675581315 -0.005869778619853605 -0.1694241533563567
-0.5342149402918661 0.0 -0.1687037739595038
-0.4616973066732495 0.0 -0.14481612607322872
-0.4810899279087941 -0.0032364188672726613 -0.15202131369601105
-0.4885925338324526 0.0 -0.15434242926658942
-0.43316186090369513 0.0 -0.1380414534213312
-0.4408302947072471 0.0 -0.14161349330791717
-0.45943105858733624 -0.002152123650176918 -0.14832024345553815
-0.47421352410818685 -0.002076083379142446 -0.15315919993945973
-0.4778950957375745 0.0 -0.1537890144446617
-0.4645767541029766 0.0 -0.14913554402887827
-0.4829672403752756 -0.0024774115229746485 -0.15535204851260484
-0.4931792654051108 0.0 -0.15820149541821715
-0.4716088601895674 0.0 -0.15054727517293331
-0.4913164713912348 -0.003561707729121011 -0.15725905932264145
