 %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
Thu Feb  6 10:39:10 2020 nblocks = 0ET = 3.0
drained notdrained mean
-0.8869231131322817 -0.004850658026471777 -0.21196780807608046
-0.9022969155576863 -0.008772241848578943 -0.2165909597031478
-0.9175589794541503 -0.012820529928063706 -0.221135055631094
-0.9193974800860953 -0.008503046284895177 -0.22028714668799518
-0.9178167711424106 -0.0021628216455020777 -0.2182918983580284
-0.9272748637776829 -0.003098000362319553 -0.22080741525151173
-0.9416169786022044 -0.007337271163050829 -0.22526235072670023
-0.9557057295904414 -0.011565799110837105 -0.22958516231241013
-0.9496959676233052 -0.0031926977021576874 -0.2258255720523312
-0.9585782723637744 -0.004403656073412421 -0.2282541699656229
-0.9720400868698862 -0.008657689851890638 -0.23252295642188484
-0.9852611951643402 -0.012893263983867698 -0.2366729655731405
-0.8953727992606098 0.0 -0.20204334393719015
-0.9088101006604639 -0.003561707729131669 -0.20733156115017243
-0.9223310845376824 -0.007265312409732161 -0.2123297819006742
-0.9358573017556528 -0.011028803150241018 -0.21711045680841212
-0.9476181272622473 -0.01374490605993195 -0.2210443762835035
-0.9609762122546988 -0.017577799135835903 -0.22552216522345983
-0.9418547487654143 -0.000947292272833522 -0.21713530302234182
-0.9550967860058401 -0.005015263627768718 -0.2217705477333041
-0.9682304136814315 -0.009087925677791375 -0.226231773488566
-0.9812098168091916 -0.013138439157017956 -0.2305527727947752
-0.9322285243325128 0.0 -0.21129568344871155
-0.9452536383802457 -0.0035617084467478577 -0.21618997799813408
-0.9325042740006593 0.0 -0.21133474113781012
-0.9422148748863988 -0.0013931178247617026 -0.21488257824075196
-0.952761027019358 -0.0035056087901228494 -0.2185841751848817
-0.9500896420966862 0.0 -0.21713272556328148
-0.9474177312998826 0.0 -0.21589350145015382
-0.9602859964329165 -0.003453544929696406 -0.22049003581222493
-0.9732289094181725 -0.007158008518134196 -0.22498104778636002
-0.9860277526329391 -0.010923161456824815 -0.2293277039263585
-0.9986429260372631 -0.014726095016614593 -0.2335499322139933
-0.9989995764173294 -0.010972246347160208 -0.23284330249128823
-1.0112527712000823 -0.0148404836209437 -0.23699649066367895
-1.0231201575554945 -0.018630906783359436 -0.24096922017051697
-1.0309531539213799 -0.020067237233906354 -0.2433081278308077
-1.0323343087695358 -0.01761946150485727 -0.24307393139425632
-1.043747666799586 -0.02159530185691061 -0.24700241021805464
-1.0549359375394598 -0.02563494030416713 -0.250838271271451
-1.0658839425953106 -0.03008510645391027 -0.25459218970426
-1.076580275337709 -0.03460305065754099 -0.25827147408330114
-1.0870166425431904 -0.03916799299492446 -0.2618811356411326
-1.097187192912262 -0.043775835914992456 -0.2654259344692627
-1.1070890005046898 -0.04842423931417805 -0.2689092502210423
-1.1167210714313605 -0.0531115943882039 -0.2723345449241327
-1.126083992598323 -0.05783701377819561 -0.2757048767222018
-1.1351795675481373 -0.06260018246107535 -0.2790231372117103
-1.1440103813536453 -0.0674011475238423 -0.2822918136517941
-1.1525802837093826 -0.07223965579958502 -0.2855130851266523
-1.160893756579589 -0.0771132500068763 -0.2886892439760975
-1.168955769420858 -0.0820037219772356 -0.2918222485017112
-1.1767716448342185 -0.08689371120527589 -0.29491406264380143
-1.1843469143966585 -0.09178468471991685 -0.2979665718977167
-1.1780213418979155 -0.08604120456394426 -0.2951697209758223
-1.0288448414154256 0.0 -0.2339490370807392
-1.0372271583949457 -0.0035617133352818797 -0.23857454607647663
-0.9984077182068916 0.0 -0.2252509171279155
-0.9491896452670696 0.0 -0.20956967835566284
-0.9462470178900091 0.0 -0.21016935189203542
-0.9248003442990074 0.0 -0.2043522180014634
-0.934827241300705 -0.002694270764198592 -0.20923521777774662
-0.9338056709889813 0.0 -0.20963299041680758
-0.9458765608385944 -0.003656236094256471 -0.21471506824009826
-0.9581175818819014 -0.007458035996908308 -0.2195716634498853
-0.9646221037295835 -0.0076222743370202295 -0.22197929376480982
-0.9660260154685556 -0.004558279346559502 -0.22230432034995545
-0.8141213554706512 0.0 -0.17418553157536065
-0.8259771475160189 -0.002477411522967543 -0.1806437531973171
-0.7823518602439856 0.0 -0.1697992618986628
-0.7842723345503941 0.0 -0.17269322399280018
-0.7956712959873915 -0.001067835314678689 -0.17805366091980834
-0.81121367884111 -0.004819258675253124 -0.18435218152262303
-0.8206113659518461 -0.004514284807001445 -0.18794896093995078
-0.8364566269553446 -0.008355167302296351 -0.19368518513584665
-0.8353949679875798 -0.001265377726964445 -0.19282852776269432
-0.8383427469695048 0.0 -0.19358435239162106
-0.7994583059426335 0.0 -0.18074899585790075
-0.815593732695004 -0.003561707729122787 -0.186866249456543
-0.8188853797445885 0.0 -0.18792135304758142
-0.8351002019410005 -0.003714091090992966 -0.1935873450607805
-0.8512459567204615 -0.007564533247654381 -0.1989823733142573
-0.836702222722371 0.0 -0.19291889640905452
-0.8527196900007876 -0.0035622098563621307 -0.19836697090147531
-0.8686142782605932 -0.007267339484291924 -0.20356396289793083
-0.8843304682297273 -0.011033644099764928 -0.2085602036348138
-0.8998219345355514 -0.014838166478885029 -0.2133844249160911
-0.9150519028905997 -0.018676418357282287 -0.2180564108163262
-0.9299920826359189 -0.02255030178246109 -0.22259280281087682
-0.9446202819553129 -0.026493668214635946 -0.22700695276148566
-0.9589195443854726 -0.03090628034297538 -0.2313086976972029
-0.9596698200219915 -0.025822803346288836 -0.23012474837528304
-0.9733771980820327 -0.03020965521732144 -0.23437553198492056
-0.9735417460712252 -0.02516766317521757 -0.23312219954661947
-0.9839877503988754 -0.027652956425090025 -0.23619983970708405
-0.9929747248947844 -0.029341211250294208 -0.23870174198849753
-1.0056627013347779 -0.03388007520465308 -0.2427557587305384
-1.0180764100878088 -0.038452954673502404 -0.2467130126657599
-1.0302045415973238 -0.043065695004710136 -0.25058319365806425
-1.0420386133600648 -0.047718804613875676 -0.2543728813632053
-1.0535729476755469 -0.05241084413929542 -0.258087500750648
-1.0648047644918721 -0.05714059936085292 -0.26173162721629806
-1.075733250508332 -0.06190750000525114 -0.26530959037891494
-1.0863591318963222 -0.06671147361750229 -0.26882520841844454
-1.096684039575445 -0.07155230424368852 -0.27228164140940325
-1.1063620370580205 -0.07615811758202717 -0.2755349571580744
-1.1029799971473073 -0.07085500163457858 -0.2733544091847274
-1.1104391512614846 -0.07411262922934014 -0.27589346932132053
-1.1187290632645261 -0.0781921655742277 -0.2788295510643851
-1.0022057814785175 0.0 -0.23045496922992287
-1.0083369925805652 -0.0011806317072942107 -0.23357391972878305
-1.017125751311136 -0.0040719929914381225 -0.23744746987524393
-1.0274499676274909 -0.007903235303849954 -0.2417055752523031
-1.0378482754874039 -0.011769813472037427 -0.24581632621229946
-1.0482539984205914 -0.015665927747370745 -0.2498030201792747
-1.0558380024262437 -0.017857327805858247 -0.2525518457867858
-1.0595289995334403 -0.017693379812648402 -0.25367133771392963
-1.056331330111468 -0.013297509466013935 -0.2519901752798778
-1.0665309396367384 -0.0173012669462711 -0.25583683618492464
-1.0705369358392351 -0.01753237891937154 -0.25709132530815754
-1.0805363255924707 -0.02158683601228617 -0.2608143816716054
-1.0903907300575746 -0.025703587090728064 -0.264451640736455
-1.100075419462832 -0.030190609823591785 -0.2680128970714508
-1.1095712148169792 -0.03478262807843002 -0.27150486774230315
-1.1188634547129928 -0.03942260145854348 -0.2749331602538834
-1.12794128580465 -0.044099489298616845 -0.27830213031047946
-1.128549851140825 -0.04283430603309668 -0.2781572308871692
-1.12369011885096 -0.03774436622432731 -0.27581837647118457
-1.1130116105700463 -0.02862331351626679 -0.27118386866927907
-1.0691049263797412 0.0 -0.2531914123674281
-1.0763135101599826 -0.0027841132366717147 -0.2564659316771126
-1.0853385322558875 -0.006908908366865418 -0.26031543102745497
-1.0690975265410598 0.0 -0.25384712143513505
-1.0755267605929646 -0.0019383591240558218 -0.25662918806872437
-1.0847776704244705 -0.005849465468370951 -0.26044015855289365
-1.0235746528620577 0.0 -0.23674439138495454
-1.0333086976724326 -0.003561707731520869 -0.24116566004198492
-1.0431925301107325 -0.007265312434807214 -0.24538814670341771
-1.053149390515535 -0.011028803290487943 -0.24945606187153557
-1.0613797690614435 -0.013744906615174912 -0.2526962529505012
-1.071313839834553 -0.017577800882220274 -0.2565459983414014
-1.0799470034094156 -0.020683390410161095 -0.2598006700892487
-1.088816767426037 -0.02404601643768345 -0.26312173260003585
-1.098419425200504 -0.02808664534737204 -0.26672912245666847
-1.085145167331886 -0.016651952020085403 -0.2608999955010768
-0.9852679031842246 0.0 -0.22309921656925308
-0.9951303987192439 -0.0033448484878917384 -0.22788316639349382
-0.9978521707892698 -0.0021691283462832445 -0.22953916329135182
-1.0085256243882412 -0.005972914886765324 -0.2340766765952032
-1.0193006952580976 -0.009815363541989086 -0.23842912833904054
-1.0301038143225822 -0.01367945047088881 -0.24262901330834172
-1.0408733289292966 -0.017564400636288724 -0.24669959592274252
-1.051558532983596 -0.021472930844742777 -0.25065821673603345
-1.0517106642719076 -0.018885424013530994 -0.2502973371466168
-1.0621959915810946 -0.022831223260741496 -0.254179957155425
-1.0648906050441962 -0.02201690977086912 -0.2548497577431446
-1.0674707594656274 -0.021219471511285448 -0.25551432341688685
-1.0775945209953033 -0.02524849467298118 -0.25928482094718946
-1.0872101816140312 -0.029411049266538924 -0.2628214196700203
-1.0952509520329627 -0.032695088257877813 -0.2657053549331572
-1.0887875102280775 -0.025850398228826066 -0.2626247660307158
-1.0983162251293388 -0.030326298506395233 -0.2662652750218221
-1.0269790751012025 0.0 -0.23765770013631302
-1.0306139726769352 0.0 -0.23963560681808713
-1.0406194414482375 -0.0037468075743074536 -0.24390201640516815
-1.0442746832806105 -0.003578032773484452 -0.24545491474192174
-1.0503992807745908 -0.004957960927342242 -0.24790666483278123
-1.0554800344410014 -0.00570095149943306 -0.2498553764499196
-1.0463020111366648 0.0 -0.24613214779926787
-1.0425935039371312 0.0 -0.2447563247121009
-1.0528089051882743 -0.0035727287450821876 -0.24881741890208026
-0.9920224643557836 0.0 -0.22638548602063752
-1.0026704228197403 -0.0035617077291281163 -0.23109926450144613
-1.0001522123179898 0.0 -0.23048074523965764
-0.9887222338319219 0.0 -0.22673464286405182
-0.9955776656588355 -0.0008509705711361448 -0.2296845763193643
-1.0050953850917743 -0.003526608370927775 -0.23347515893217716
-1.0163488933319487 -0.00735187074594279 -0.2377921183334605
-0.9832158298448883 0.0 -0.22533567997998802
-0.9747607166020362 0.0 -0.22277937149417001
-0.9329196352033344 0.0 -0.20917287509874272
-0.9318365771685588 0.0 -0.20978228527821538
-0.944159308894462 -0.0035617165888250923 -0.2149397306274216
-0.9288066079243178 0.0 -0.20991043683578423
-0.9375760994391005 -0.001067828105133728 -0.21354876754370775
-0.9428560048150523 -4.832310517777216e-05 -0.21565226377220678
-0.9207386841708818 0.0 -0.20821901984453747
-0.8461467568270207 0.0 -0.1858326073904846
-0.8305212945075562 0.0 -0.18308594049581087
-0.8396991596290038 -0.0003088191106623839 -0.1876446325704324
-0.850340734911021 -0.0016062589062464383 -0.1922313097722417
-0.7628317656723471 0.0 -0.16769164565783265
-0.7658864793467393 0.0 -0.17101995980359533
-0.734507542680424 0.0 -0.16438218004547314
-0.7235102119945473 0.0 -0.1636711982176621
-0.6941953652412192 0.0 -0.1580852105280764
-0.7116408397215608 -0.003561707729117458 -0.1657251027247953
-0.729233945801008 -0.0071568827889230135 -0.172595752505443
-0.7356742646087646 -0.00333030008536106 -0.1748956462063875
-0.6963714418005509 0.0 -0.16305806905698234
-0.7109851532585374 -0.0010678264549692784 -0.1688276420508745
-0.7294906282740801 -0.004819217035921142 -0.17541564555840017
-0.6774412467963185 0.0 -0.15967514825618379
-0.6962869698212835 -0.003561707729117458 -0.16697744348505206
-0.6598102883829124 0.0 -0.1568806411774545
-0.6772821535580142 -0.0023689819023502423 -0.16370348127333506
-0.694236335497596 -0.004457608384434764 -0.16964562450247922
-0.6828491311225129 0.0 -0.16567834732667217
-0.6475517615559045 0.0 -0.1561075589324558
-0.6669698796796162 -0.0033448484878881857 -0.1634196939453584
-0.681944175503487 -0.0037955726554592673 -0.16843283799073705
-0.6954480575037838 -0.00333731662617609 -0.17255096741045192
-0.7078964047720149 -0.0022868561992446246 -0.17604606990880906
-0.7270831303211738 -0.005869778619853605 -0.18188570801270543
-0.7293466749712474 0.0 -0.181182347639705
-0.6536383584367478 0.0 -0.1570369980255393
-0.6727550577330756 -0.0032364188672726613 -0.1642607699291407
-0.679908677632076 0.0 -0.16657527363009275
-0.6204851146919701 0.0 -0.1500233441509478
-0.6265754290314458 0.0 -0.1535655165170513
-0.6447583181565069 -0.002152123650176918 -0.1602915986333132
-0.6594806317396635 -0.002076083379142446 -0.16515123125965317
-0.6628748368840665 0.0 -0.16577676990844395
-0.6482752442791462 0.0 -0.16105816136870182
-0.6671106857182867 -0.0024774115229746485 -0.16731706642260438
-0.6778027076812503 0.0 -0.170193293290613
-0.6550852154680218 0.0 -0.16245922219286982
-0.6754652284399274 -0.003561707729121011 -0.16922219935688573
